source,file,duration,num_syllables,speech_rate,articulation_rate,total_speaking_time,total_pause_time,num_pauses,mean_pause_duration,mean_f0,stdev_f0,mean_intensity,stdev_intensity,jitter,shimmer,hnr,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std
Pipelined Recordings,AA_c58783d1-8137-4bed-a5ac-aeb25d939b5c_WList_note.wav,7.0,4,0.5714285714285714,0.5714285714285714,7.0,0.0,0,0.0,115.9260634144279,50.53436242670284,59.982553895871064,8.418170739358112,2.109447178562912,0.16494015111067523,7.490793308053355,-298.71722,53.320183,62.57924,29.201069,25.437624,23.230288,12.737435,21.983412,-30.11694,20.081892,-23.553547,19.529957,-14.283736,12.966517,-4.8687754,19.344545,-22.61286,15.891051,-0.19352189,11.406037,-11.713753,10.622638,-2.144963,10.231876,-8.137175,10.703321
Pipelined Recordings,AA_c6764e31-d37b-4195-b5e8-6b6a3598f277_WList_note.wav,22.0,8,0.36363636363636365,0.3861003861003861,20.72,1.2800000000000011,2,0.6400000000000006,210.8914360508954,45.63967648715885,70.94586480112129,12.102298183264123,2.395929492865537,0.1460600163447004,9.531572372448505,-221.06148,112.85014,52.19021,30.76177,8.824267,35.304573,0.60314137,20.37639,-21.490171,24.084827,-13.181046,15.629043,-24.849808,18.262165,-4.389165,12.094257,-9.768695,11.101024,-4.3102655,10.78662,-10.664098,10.302066,-7.2889624,10.600273,-5.7435274,9.309899
Pipelined Recordings,AA_cc4018b2-4d90-4a62-8823-1afeb8595844_WList_note.wav,6.0,4,0.6666666666666666,0.6666666666666666,6.0,0.0,0,0.0,158.50745814844825,55.05242024860008,64.5438414888863,11.210156158068814,2.408882277163428,0.16718680605982106,4.11187966832029,-220.67172,96.39634,34.230663,20.874355,-16.35083,28.985693,-9.265123,19.42264,-32.807728,20.898378,-12.952979,13.681443,-14.162874,14.151209,-13.256976,12.681862,-26.72842,14.622676,-7.8334117,10.237839,-18.04189,8.666399,-11.997376,8.801893,-14.820529,5.179988
Pipelined Recordings,AA_cc6cbd59-665d-4d69-9f87-e2ba36335f97_WList_note.wav,12.0,8,0.6666666666666666,0.6666666666666666,12.0,0.0,0,0.0,116.87356490303534,63.076225500323545,57.984966544978505,8.515222283795957,2.974180887402366,0.18132022015428417,7.29231861312305,-333.94833,49.51245,68.66777,18.363886,11.637357,13.892604,7.2817206,16.075539,-34.60652,19.31805,-26.287197,14.847041,-23.108145,15.202775,-14.652558,13.172058,-4.0766206,12.319693,-4.0672765,11.257076,1.767857,11.351188,-12.639186,9.044416,-8.142891,6.8134665
Pipelined Recordings,AA_ccaea1bd-146e-4733-811a-920f1ea68c51_WList_note.wav,10.0,5,0.5,0.5,10.0,0.0,0,0.0,174.31502812523752,41.04533523317256,69.18421460629287,6.682542217600964,2.4845653245085195,0.16546689616433577,6.347568780625117,-155.96487,36.817703,68.168755,15.288541,-29.94231,24.426458,-9.8716345,16.77525,-22.04683,14.292984,-9.277506,9.234572,-12.783175,13.144358,-2.4609873,7.891052,-24.938295,10.774529,-12.464481,8.312364,-20.16236,7.356568,-8.17863,5.6638956,-13.722669,6.891985
Pipelined Recordings,AA_cd2dbddc-1a61-477f-b415-eb5a38101633_WList_note.wav,10.0,7,0.7,0.7,10.0,0.0,0,0.0,122.3540617556653,82.22952696822612,49.75421069630582,7.552278785605198,2.7787221918329776,0.18354212599279776,4.974170489614983,-393.59933,69.03305,51.329453,27.795515,46.8498,22.911352,9.547082,24.950205,-9.252367,18.810658,-6.60183,23.802177,-16.085306,15.503036,4.3214517,11.352667,-0.9159389,11.707855,-0.9438606,10.606184,-0.38228455,11.208273,-5.8178153,11.653834,-4.017795,8.422349
Pipelined Recordings,AA_d0000bad-b1ac-4448-8a68-d06e20acbeeb_WList_note.wav,12.0,10,0.8333333333333334,0.8333333333333334,12.0,0.0,0,0.0,167.71342068452344,85.44032906715564,53.75776687083714,7.901573485323557,2.4879450245881887,0.15164200344523213,9.877698141105277,-403.12967,69.96477,66.23598,35.32309,30.32187,36.770134,8.189941,27.14283,-5.8664927,24.491604,-5.677844,17.56438,-12.774557,21.520851,4.3767934,16.925097,-6.617047,13.28671,-2.706786,12.173628,-4.3228917,12.642156,-1.3577573,15.584067,4.716271,13.847984
Pipelined Recordings,AA_d0f302f5-e2d1-49a8-9489-100768f7964f_WList_note.wav,16.0,9,0.5625,0.5625,16.0,0.0,0,0.0,136.50587769471906,64.29391673129729,53.40754145117376,11.628661970478971,3.212560863079214,0.1883324913235794,5.268874594703137,-418.64316,111.78646,80.401535,26.518295,0.088829495,23.405308,22.923504,25.038095,-6.4552317,20.9957,-9.773173,18.542223,-2.2408204,16.267836,3.8868432,16.615696,-2.0771503,13.4583235,-4.4767036,11.904669,-5.7190933,9.974074,-3.1442902,12.053009,-2.5243258,9.529243
Pipelined Recordings,AA_d8940ec9-4ec2-4071-be6a-60f19ca1dc0b_WList_note.wav,12.0,8,0.6666666666666666,0.6666666666666666,12.0,0.0,0,0.0,170.55678894200273,44.37906216948176,62.05008547537963,10.655394256318639,2.8250983021806677,0.14608629184418043,7.68829582419524,-274.28622,81.07704,56.205265,18.322502,2.2496364,23.380707,5.0600705,16.378645,-30.117304,18.070017,-12.037625,12.058981,-19.166803,12.897655,-9.319896,12.8185005,-15.492023,11.620982,-9.114178,9.030415,-10.24098,8.175181,-8.996655,9.210052,-2.8847835,7.918627
Pipelined Recordings,AA_dc82f71c-8aad-45a9-a7b7-88c14a91906f_WList_note.wav,16.0,12,0.75,0.75,16.0,0.0,0,0.0,109.0483821937762,22.552352559538512,58.723703437053,9.361392716553718,1.906320730469098,0.15855867613253352,7.258168117171702,-300.90012,64.00147,60.456158,20.960735,2.1542413,20.152468,-4.83859,20.165625,-27.675135,17.956612,-18.938791,13.938897,-26.751987,15.808569,-12.909415,13.300882,-20.109596,11.033841,-9.299428,9.31817,-14.323688,9.311552,-6.2112303,7.7089567,-13.568133,8.309384
Pipelined Recordings,AA_dda0138e-d223-44ac-b650-1630cedabfd3_WList_note.wav,17.0,8,0.47058823529411764,0.5282620179609087,15.144,1.8560000000000005,5,0.3712000000000001,208.33794207211383,28.42021867790898,70.18511762356202,15.314977738450853,1.6502352666622584,0.11747750989078401,10.112748645907038,-223.3642,121.29375,14.731546,37.16521,-20.334906,27.525852,-21.409327,20.996248,-29.838652,24.980394,-31.83568,19.811604,-13.951499,17.441359,-6.60355,13.495562,-22.4639,12.066659,-5.1073446,11.126714,-11.41132,9.795187,-21.16531,12.518587,-16.809042,11.947552
Pipelined Recordings,AA_de781c64-0301-424d-a489-7e3e398ece94_WList_note.wav,16.0,8,0.5,0.5,16.0,0.0,0,0.0,156.20398104115552,56.55632491831051,59.89849983545425,11.407829235672951,1.9418338408075582,0.16548491629634218,5.911659529695859,-312.5688,109.54549,27.013117,41.35827,7.5151696,36.43694,20.394438,28.995323,-26.053701,31.483702,-1.6522303,15.369748,-21.967339,20.119764,0.18453836,18.665524,-27.853235,16.039604,1.1992985,13.809411,-3.976041,10.631627,5.4632125,12.628865,-0.3711995,12.783079
Pipelined Recordings,AA_dfed8f18-5cb7-49b2-85bd-0e1a00e25ebf_WList_note.wav,18.0,7,0.3888888888888889,0.3888888888888889,18.0,0.0,0,0.0,144.6962336011068,31.185391597736274,55.03061025756061,10.290544089506957,3.3562151077459226,0.19356333752832652,4.700902070622932,-368.10373,82.7164,67.05067,25.113981,13.868109,19.907444,-1.0294541,18.673576,-14.376632,18.9423,-16.406939,18.209074,-15.291059,12.999481,-9.451357,9.753281,-14.156685,8.204856,-4.9632597,7.342266,-12.615869,6.607791,-9.2521,7.3381147,-10.841873,6.389902
Pipelined Recordings,AA_e18d7450-cca6-43c6-a67c-552935ea2c19_WList_note.wav,13.0,6,0.46153846153846156,0.5175983436853001,11.592000000000002,1.4079999999999977,4,0.3519999999999994,141.8833611658713,40.72730384388105,58.36563329517176,14.714534029447353,2.4671888641572446,0.1443546486332791,9.215171813562353,-401.518,122.04444,59.05512,39.42513,18.362692,23.005785,19.596132,28.983023,-11.492892,22.598314,-18.539938,24.045086,-5.7881393,17.3072,-11.205119,15.559631,-8.310119,12.178581,-3.6505337,10.199439,-7.317926,10.40543,-1.1376325,10.101413,-2.0393414,8.960028
Pipelined Recordings,AA_ea3acae7-8832-4994-8901-ec1d1f4c945d_WList_note.wav,17.0,9,0.5294117647058824,0.5294117647058824,17.0,0.0,0,0.0,184.731549530677,43.858601054039006,59.93685526371994,10.810774605397478,2.85509565264236,0.14786390505750338,8.29590749204137,-329.77036,92.27464,61.98594,32.10351,7.165188,40.419075,27.81613,23.616766,-25.007978,29.949053,-7.338392,16.850334,-11.371358,18.575089,-25.423248,19.39027,-22.0043,17.232567,-2.2557273,13.023503,-9.900093,13.586545,-3.7798564,13.33478,3.1362367,12.16759
Pipelined Recordings,AA_edf37726-c72c-494a-a30b-cdffeca83956_WList_note.wav,11.0,8,0.7272727272727273,0.7272727272727273,11.0,0.0,0,0.0,122.48129053687134,65.36755992544845,62.18356566412002,11.16473183742189,3.7229182640537637,0.1895343235580635,4.705921097740477,-285.8987,97.81787,75.68775,23.473421,5.7837486,26.319084,18.437641,18.04373,-19.806211,18.884281,-22.459688,16.839853,-21.694157,14.616064,-13.91394,14.194884,-18.717321,10.190126,-7.55146,9.833366,-5.5998154,8.215506,-3.5590754,5.9828877,-11.11247,7.2149525
Pipelined Recordings,AA_eec29213-de58-44f6-8056-9ef35cea0428_WList_note.wav,8.0,6,0.75,0.75,8.0,0.0,0,0.0,234.52075821957524,36.17602792620516,68.49992988544136,9.55983864868825,2.113885399917468,0.15207882885662347,8.52071502235097,-208.50134,88.84088,18.916386,28.240625,-19.05065,38.780773,-1.8615763,19.069044,-33.153706,24.495243,-4.54939,15.807057,-14.570162,13.176597,-4.081827,13.699941,-10.355142,11.103812,-3.9236808,9.963372,-14.962585,9.462193,-9.916611,10.73876,-13.995406,11.669938
Pipelined Recordings,AA_f4546620-5e41-4493-baec-dd1279c04b31_WList_note.wav,8.0,5,0.625,0.625,8.0,0.0,0,0.0,174.07249755760637,77.51700439705166,63.49696569845281,10.882962434996902,2.4770755758240655,0.15280099718195989,8.07325048082006,-279.53604,80.51932,39.105904,24.301023,8.358956,29.90879,-3.9825702,16.146555,-31.572542,19.488037,-26.126467,14.649773,-30.7614,14.831442,-16.15929,14.664394,-7.3927436,10.29494,-3.0184,9.353096,1.7584437,10.980578,-9.3207445,9.909128,-8.850097,7.292546
Pipelined Recordings,AA_fc9ee06c-ea0a-46f8-a3f3-11639a877589_WList_note.wav,11.0,6,0.5454545454545454,0.5827505827505828,10.296,0.7040000000000003,2,0.35200000000000015,105.73839679940883,53.302416122395286,57.13948927769238,11.911548629546298,1.4170775026120404,0.13227637731683314,9.929925289896417,-352.38867,97.392975,59.2543,36.822834,25.26328,30.868624,11.549329,25.681955,-22.791412,22.12281,-17.760252,18.804153,-12.385961,15.1230755,-3.2105849,14.194082,-7.0624022,12.13673,-5.723843,12.981705,-6.7305026,10.481582,-9.289922,9.95907,-5.4364624,12.296553
